[2026-09-11T12:47:51.731Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.104.woff2 → 200 (1ms, -815B)
[2026-09-11T12:47:51.731Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.109.woff2 → 200 (2ms, -815B)
[2026-09-11T12:47:51.731Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.69.woff2 → 200 (2ms, -813B)
[2026-09-11T12:47:51.731Z] GET https://fonts.gstatic.com/s/notosanstc/v39/-nF7OG829Oofr2wohFbTp9iFOisNA_cTyNromxqQuEMQ2wHYwbnmy1R1jDujLebozBXCo2qYhRo.108.woff2 → 200 (2ms, -815B)
[2026-09-11T12:48:00.640Z] GET file:///Users/ruru/giloo-intro/index.html → 200 (?ms, 64444B)
[2026-09-11T12:48:00.645Z] GET https://fonts.googleapis.com/css2?family=Newsreader:opsz,wght@6..72,300;6..72,400;6..72,500;6..72,600&family=IBM+Plex+Sans:wght@400;500;600;700&family=Noto+Sans+TC:wght@300;400;500&display=swap → 200 (2ms, -698B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/giloo-newsletter.png → 200 (1ms, 950923B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/giloo-notes2.png → 200 (1ms, 1218813B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/giloo-judicial.png → 200 (1ms, 1842630B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/giloo-festival-montage.png → 200 (2ms, 2305708B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/giloo-watchparty2.png → 200 (2ms, 1651973B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/posters/kinmen.jpg → 200 (2ms, 39604B)
[2026-09-11T12:48:00.645Z] GET file:///Users/ruru/giloo-intro/posters/nineshots.jpg → 200 (2ms, 117566B)
[2026-09-11T12:48:00.646Z] GET file:///Users/ruru/giloo-intro/posters/blackbox.jpg → 200 (1ms, 751190B)
